doi	subject
44160-024-00602-9	Enzymes
44184-024-00110-w	Human behaviour
44184-024-00110-w	Psychology
44159-024-00313-0	Consciousness
44159-024-00313-0	Neuroscience
44159-024-00313-0	Psychology
44184-024-00097-4	Anxiety
44184-024-00097-4	Computer science
44184-024-00097-4	Depression
44184-024-00097-4	Human behaviour
44184-024-00097-4	Post-traumatic stress disorder
44184-024-00097-4	Quality of life
44184-024-00099-2	Biomarkers
44184-024-00099-2	Health care
44184-024-00099-2	Medical research
44184-024-00099-2	Neuroscience
44160-023-00471-8	Electrocatalysis
44160-023-00471-8	Materials for energy and catalysis
44160-023-00471-8	Chemical synthesis
44159-024-00292-2	Psychology
44159-024-00292-2	Publishing
44160-023-00474-5	Synthetic chemistry methodology
44160-023-00474-5	Photocatalysis
44161-024-00425-z	Cardiology
44161-024-00425-z	Machine learning
44160-023-00475-4	Natural product synthesis
44160-023-00475-4	Chemical synthesis
44161-024-00526-9	
44159-024-00369-y	Human behaviour
44159-024-00369-y	Interdisciplinary studies
44159-024-00369-y	Psychology
44159-024-00369-y	Research data
44160-024-00594-6	
44160-024-00580-y	Biocatalysis
44160-024-00580-y	Natural product synthesis
44160-024-00586-6	Homogeneous catalysis
44160-024-00586-6	Synthetic chemistry methodology
44183-024-00100-7	Environmental sciences
44183-024-00100-7	Environmental studies
44161-024-00494-0	Cardiac regeneration
44160-024-00593-7	Carbon capture and storage
44160-024-00593-7	Electrocatalysis
44160-024-00589-3	Homogeneous catalysis
44160-024-00589-3	Synthetic chemistry methodology
44160-024-00584-8	Biocatalysis
44160-024-00584-8	Enzymes
44220-024-00205-5	Depression
44220-024-00205-5	Medical research
44220-024-00205-5	Risk factors
44220-024-00212-6	
44222-024-00155-8	Careers
44222-024-00155-8	Scientific community and society
44220-024-00284-4	Diagnosis
44220-024-00284-4	Psychology
44220-024-00284-4	Psychosis
44220-023-00173-2	Anxiety
44220-023-00173-2	Brain imaging
44220-023-00173-2	Diagnostic markers
44220-023-00173-2	Psychology
44220-023-00177-y	Depression
44220-023-00177-y	Epidemiology
44220-023-00177-y	Outcomes research
44220-023-00177-y	Post-traumatic stress disorder
44220-023-00177-y	Psychology
44221-023-00181-7	Atmospheric science
44221-023-00181-7	Hydrology
44276-024-00089-z	
44303-024-00039-x	Biotechnology
44303-024-00039-x	Cancer
44303-024-00039-x	Engineering
44303-024-00039-x	Oncology
44303-024-00039-x	Physics
44303-024-00037-z	Chemical biology
44303-024-00037-z	Magnetic resonance imaging
44303-024-00037-z	Molecular imaging
44298-023-00012-2	Microbiology
44298-023-00012-2	SARS-CoV-2
44298-023-00012-2	Viral vectors
44298-023-00012-2	Virology
44298-023-00012-2	Virus–host interactions
44276-023-00027-5	
44222-024-00212-2	Clinical trial design
44222-024-00212-2	Translational research
44222-024-00217-x	Biomedical engineering
44222-024-00217-x	Health care
44222-024-00217-x	Translational research
44276-023-00030-w	
44220-024-00218-0	Psychology
44220-024-00218-0	Social sciences
44221-024-00228-3	Environmental sciences
44221-024-00228-3	Hydrology
44221-024-00235-4	
44220-024-00241-1	Psychology
44220-024-00241-1	Social anthropology
44222-024-00181-6	Biomaterials
44220-024-00253-x	Paediatrics
44220-024-00253-x	Policy
44220-024-00253-x	Psychology
44221-024-00275-w	
44222-024-00225-x	Applied microbiology
44222-024-00225-x	Biochemical networks
44222-024-00225-x	Metabolic engineering
44221-023-00189-z	Chemical engineering
44221-023-00189-z	Pollution remediation
44221-023-00185-3	Environmental impact
44221-023-00185-3	Hydrology
44220-023-00167-0	Neurological disorders
44220-023-00167-0	Psychiatric disorders
44221-023-00188-0	Environmental chemistry
44221-023-00188-0	Environmental monitoring
44221-023-00183-5	Environmental impact
44221-023-00183-5	Hydrology
44221-023-00186-2	
44264-024-00035-z	Agroecology
44264-024-00035-z	Biogeochemistry
44259-024-00065-0	Antimicrobial resistance
44259-024-00065-0	Bacterial pathogenesis
44259-024-00065-0	Lipoproteins
44259-024-00053-4	Chemical tools
44259-024-00053-4	Natural product synthesis
44259-024-00053-4	Transporters
43018-023-00706-9	CNS cancer
43018-023-00706-9	Immunosurveillance
43018-023-00706-9	Neuroimmunology
43018-023-00706-9	Paediatric cancer
43017-024-00573-7	Climate change
43017-024-00573-7	Physical oceanography
43017-024-00573-7	Projection and prediction
43017-024-00523-3	Environmental sciences
43017-024-00523-3	Environmental social sciences
43017-024-00523-3	Ocean sciences
43018-024-00723-2	Cancer stem cells
43018-024-00723-2	Colon cancer
43018-024-00723-2	Drug development
43018-023-00718-5	Cancer microenvironment
43018-023-00718-5	Immunosurveillance
43016-024-00939-6	
43246-024-00699-7	Mechanical engineering
43246-024-00699-7	Metals and alloys
43247-024-01604-3	Climate-change mitigation
43247-024-01604-3	Geochemistry
43247-024-01604-3	Natural hazards
43247-024-01632-z	Carbon cycle
43247-024-01632-z	Geochemistry
43246-024-00605-1	Imaging techniques
43246-024-00605-1	Nanoparticles
43247-024-01611-4	Environmental impact
43247-024-01611-4	Geomorphology
43017-024-00531-3	Marine biology
43017-024-00531-3	Ocean sciences
43247-024-01571-9	Geochemistry
43247-024-01571-9	Petrology
43246-024-00589-y	Condensed-matter physics
43246-024-00589-y	Materials science
43246-024-00589-y	Physics
43246-024-00594-1	Magnetic properties and materials
43246-024-00594-1	Phase transitions and critical phenomena
43246-024-00615-z	Surfaces
43246-024-00615-z	 interfaces and thin films
43246-024-00615-z	Two-dimensional materials
43246-024-00599-w	Batteries
43246-024-00599-w	Characterization and analytical techniques
43246-024-00599-w	Imaging techniques
43247-024-01631-0	Geodynamics
43247-024-01631-0	Geophysics
43247-024-01631-0	Seismology
43247-024-01631-0	Volcanology
43247-024-01617-y	Atmospheric science
43247-024-01617-y	Natural hazards
43247-024-01617-y	Palaeoclimate
43246-024-00601-5	Batteries
43246-024-00601-5	Solid-state chemistry
43246-024-00585-2	Photovoltaics
43246-024-00585-2	Solar cells
43247-024-01624-z	Climate sciences
43247-024-01624-z	Natural hazards
43247-024-01624-z	Scientific community
43247-024-01591-5	Geochemistry
43247-024-01591-5	Mineralogy
43247-024-01591-5	Natural hazards
43247-024-01591-5	Petrology
43247-024-01591-5	Volcanology
43247-024-01542-0	Environmental impact
43247-024-01542-0	Geography
43247-024-01542-0	Tropical ecology
43247-024-01610-5	Climate change
43247-024-01610-5	Physical oceanography
43247-024-01594-2	Climate sciences
43247-024-01594-2	Hydrology
43247-024-01594-2	Water resources
43247-024-01613-2	Environmental impact
43247-024-01613-2	Hydrology
43247-024-01613-2	Limnology
43247-024-01613-2	Sedimentology
43247-024-01618-x	Atmospheric chemistry
43247-024-01618-x	Carbon cycle
43247-024-01620-3	Atmospheric science
43247-024-01620-3	Natural hazards
43246-024-00586-1	Fluid dynamics
43246-024-00586-1	Mechanical engineering
43247-024-01625-y	Attribution
43247-024-01625-y	Climate-change policy
43247-024-01625-y	Interdisciplinary studies
43247-024-01625-y	Projection and prediction
44160-024-00686-3	Materials for devices
44160-024-00686-3	Nanoscale materials
43856-024-00674-w	Computed tomography
43856-024-00674-w	Population screening
43856-024-00686-6	DNA vaccines
43856-024-00686-6	Inactivated vaccines
43856-024-00686-6	Viral infection
43856-024-00700-x	Acute myeloid leukaemia
43856-024-00700-x	Computational biology and bioinformatics
43856-024-00694-6	DNA methylation
43856-024-00694-6	Medical genetics
43856-024-00694-6	Medical research
43588-024-00689-2	Biophysics
43588-024-00689-2	Computational models
43856-024-00692-8	Auditory system
43856-024-00692-8	Medical research
43856-024-00688-4	Neurological manifestations
43856-024-00688-4	Predictive markers
43856-024-00695-5	Breast cancer
43856-024-00695-5	Computational biology and bioinformatics
43856-024-00695-5	Diagnostic markers
44160-024-00639-w	Coordination chemistry
44160-024-00639-w	Inorganic chemistry
44160-024-00639-w	Organometallic chemistry
43588-024-00679-4	Cell biology
43588-024-00679-4	Computational models
43588-024-00679-4	Computational science
43588-024-00679-4	Drug discovery
43587-024-00770-5	Ageing
43587-024-00770-5	Predictive markers
43587-024-00770-5	Senescence
43587-024-00733-w	Ageing
43587-024-00733-w	Genome-wide association studies
43587-024-00733-w	Reproductive disorders
43587-024-00769-y	Ageing
43587-024-00769-y	Experimental models of disease
43587-024-00771-4	Ageing
43587-024-00771-4	Drug delivery
43587-024-00771-4	Medical research
43587-024-00767-0	Ageing
43587-024-00767-0	Reproductive disorders
43588-024-00720-6	Computational models
43588-024-00720-6	Machine learning
43588-024-00720-6	Molecular modelling
43588-024-00720-6	RNA
43588-024-00720-6	Synthetic biology
43856-024-00705-6	Bladder
43856-024-00705-6	Bladder cancer
43588-024-00688-3	Computational models
43588-024-00688-3	Network models
43588-024-00688-3	Neural circuits
43856-024-00706-5	Predictive markers
43856-024-00706-5	Rheumatic diseases
43856-024-00711-8	Diagnostic markers
43856-024-00711-8	Sepsis
43856-024-00711-8	Viral infection
43588-024-00674-9	Computational models
43588-024-00674-9	Information technology
43588-024-00674-9	Network models
43587-024-00682-4	Cognitive ageing
43587-024-00682-4	Molecular neuroscience
43587-024-00759-0	Gene expression
43587-024-00759-0	Senescence
43588-024-00726-0	Computational science
43588-024-00726-0	Environmental impact
43588-024-00726-0	Sustainability
43588-024-00724-2	Computational models
43588-024-00724-2	Protein design
43588-024-00724-2	Protein function predictions
43856-024-00637-1	Computational biology and bioinformatics
43856-024-00637-1	Diabetes complications
43856-024-00637-1	Prognostic markers
43587-024-00704-1	Senescence
43587-024-00704-1	Tumour-suppressor proteins
43856-024-00655-z	Gastric cancer
43856-024-00655-z	Public health
43856-024-00655-z	Radiotherapy
43587-024-00684-2	Ageing
43587-024-00684-2	Diseases
43587-024-00684-2	Medical research
42255-024-01172-y	Metabolic syndrome
42255-024-01172-y	Metabolism
42255-024-01172-y	Obesity
42255-024-01159-9	Diabetes complications
42255-024-01159-9	Encephalopathy
42255-024-01159-9	Type 1 diabetes
42256-024-00916-5	Cheminformatics
42256-024-00916-5	Lead optimization
42255-024-01149-x	Autoimmune diseases
42255-024-01149-x	Fat metabolism
42255-024-01149-x	Metabolism
42255-024-01149-x	Sterols
42255-024-01149-x	Systemic lupus erythematosus
43017-024-00631-0	Careers
43017-024-00631-0	Lab life
43017-024-00631-0	Solid Earth sciences
43018-024-00869-z	Cancer
43018-024-00869-z	Genomics
43018-024-00869-z	Machine learning
43018-024-00869-z	Proteome informatics
43018-024-00869-z	Systems biology
42255-024-01160-2	Metabolism
42255-024-01160-2	Metabolomics
42255-024-01160-2	Organelles
42255-024-01147-z	Metabolic syndrome
42255-024-01147-z	Obesity
42255-024-01147-z	Translational research
42256-024-00959-8	Mechanical engineering
42256-024-00959-8	Social behaviour
42255-024-01143-3	Biochemistry
42255-024-01143-3	Endocrine system and metabolic diseases
42255-024-01143-3	Fat metabolism
42254-024-00785-2	Experimental particle physics
42256-024-00798-7	Imaging and sensing
42256-024-00798-7	Phase-contrast microscopy
42256-024-00957-w	Computer science
42256-024-00957-w	Ecological modelling
42255-024-01150-4	Cardiovascular biology
42255-024-01150-4	Cell signalling
42255-024-01150-4	Growth factor signalling
42255-024-01150-4	Hypertension
42255-024-01150-4	Metabolism
42255-024-01155-z	Cellular neuroscience
42255-024-01155-z	Huntington's disease
42256-024-00954-z	Health humanities
42256-024-00954-z	Human behaviour
42256-024-00913-8	Machine learning
42256-024-00913-8	Protein function predictions
42256-024-00913-8	SARS-CoV-2
42256-024-00908-5	Computational models
42256-024-00908-5	Machine learning
42256-024-00908-5	Metagenomics
42255-024-01141-5	Cell biology
42255-024-01141-5	Diabetes
42255-024-01141-5	Endocrinology
42256-024-00894-8	Biomedical engineering
42256-024-00894-8	Geriatrics
42255-024-01171-z	Cardiovascular biology
42255-024-01171-z	Cell signalling
42255-024-01171-z	Growth factor signalling
42255-024-01171-z	Hypertension
42255-024-01171-z	Metabolism
42256-024-00953-0	Computational science
42256-024-00953-0	Education
42256-024-00941-4	Electrical and electronic engineering
42256-024-00941-4	Engineering
42255-024-01183-9	Inflammation
42255-024-01183-9	Lysosomes
42255-024-01183-9	Metabolism
42255-024-01183-9	Metabolomics
42255-024-01183-9	Monocytes and macrophages
42256-024-00910-x	Applied mathematics
42256-024-00910-x	Computational science
42256-024-00906-7	Gene regulation
42256-024-00906-7	Gene regulatory networks
42256-024-00906-7	High-throughput screening
42256-024-00906-7	Regulatory networks
42256-024-00906-7	Statistical methods
43017-024-00613-2	Geology
43017-024-00613-2	Natural hazards
43017-024-00613-2	Seismology
43017-024-00613-2	Tectonics
42255-024-01133-5	Biomarkers
42255-024-01133-5	Epidemiology
42255-024-01133-5	Metabolism
42255-024-01133-5	Proteins
42255-024-01133-5	Proteomic analysis
42254-024-00759-4	Publishing
43016-024-01059-x	Diseases
43016-024-01059-x	Epidemiology
43016-024-01059-x	Nutrition
43016-024-01059-x	Risk factors
42255-024-01137-1	Cancer
42255-024-01137-1	Cancer immunotherapy
42255-024-01137-1	Metabolism
42255-024-01137-1	Microbiome
42255-024-01137-1	Tumour immunology
42256-024-00955-y	Biotechnology
42256-024-00955-y	Systems biology
44287-024-00092-z	Electrical and electronic engineering
44287-024-00092-z	Electronic devices
44287-024-00092-z	Superconducting devices
44333-024-00007-3	Energy and behaviour
44333-024-00007-3	Science
44333-024-00007-3	 technology and society
44287-024-00074-1	Fibre optics and optical communications
44287-024-00074-1	Quantum metrology
44287-024-00074-1	Quantum optics
44286-024-00069-7	
44284-024-00070-4	Climate-change policy
44284-024-00070-4	Scientific community
44286-024-00065-x	Chemical engineering
44286-024-00065-x	Electrocatalysis
44286-024-00070-0	Biocatalysis
44286-024-00070-0	Chemical engineering
44287-024-00056-3	Electrical and electronic engineering
44284-023-00025-1	Environmental sciences
44284-023-00025-1	Environmental studies
44334-024-00007-8	Engineering
44334-024-00007-8	Materials science
44334-024-00007-8	Polymers
44334-024-00007-8	Wetting
44304-024-00026-7	Hydrology
44304-024-00026-7	Natural hazards
44325-024-00027-5	Arrhythmias
44325-024-00027-5	Heart failure
44287-024-00090-1	Computer science
44287-024-00090-1	Electrical and electronic engineering
44304-024-00027-6	Climate-change impacts
44304-024-00027-6	Hydrology
44310-024-00006-9	Microresonators
44310-024-00006-9	Nanocavities
44310-024-00006-9	Nanophotonics and plasmonics
44310-024-00004-x	Nonlinear optics
44310-024-00004-x	Optics and photonics
44287-024-00096-9	Business
44287-024-00096-9	Electrical and electronic engineering
44287-024-00096-9	Materials for devices
44287-024-00096-9	Technology
44284-024-00081-1	Environmental studies
44284-024-00081-1	Geography
44284-024-00081-1	Politics and international relations
44284-024-00085-x	Social sciences
44284-024-00085-x	Sociology
44286-024-00067-9	Chemical engineering
44286-024-00067-9	Sustainability
44287-023-00010-9	
44286-024-00047-z	Chemical engineering
44286-024-00047-z	Sustainability
44287-024-00082-1	Electrical and electronic engineering
44287-024-00082-1	Electronic and spintronic devices
44287-024-00082-1	Electronic devices
44304-024-00047-2	Developing world
44304-024-00047-2	Hydrology
44304-024-00047-2	Natural hazards
44304-024-00047-2	Social policy
44304-024-00047-2	Water resources
44287-024-00080-3	Solar cells
44328-024-00016-9	Biomarkers
44328-024-00016-9	Biomedical engineering
44328-024-00016-9	Infectious-disease diagnostics
44287-024-00086-x	Electrical and electronic engineering
44287-024-00086-x	Imaging and sensing
44287-024-00086-x	Imaging techniques
44287-023-00015-4	Electrical and electronic engineering
44287-023-00015-4	Integrated optics
44287-024-00085-y	Electrical and electronic engineering
