doi	subject
nrclinonc.2012.31	Cancer epidemiology
nrclinonc.2012.31	Ovarian cancer
nrclinonc.2012.31	Urogenital diseases
nrcardio.2012.31	Cardiovascular diseases
nrcardio.2012.31	Clinical pharmacology
nrcardio.2012.31	Coronary artery disease and stable angina
nrgastro.2012.26	Diseases
nrgastro.2012.26	Therapeutics
nrgastro.2012.28	Epidemiology
nrgastro.2012.28	Oesophageal diseases
nrclinonc.2012.37	Breast cancer
nrclinonc.2012.37	Cancer epidemiology
nrclinonc.2012.37	Radiotherapy
nrclinonc.2012.37	Surgical oncology
nrclinonc.2012.41	Cancer epidemiology
nrclinonc.2012.41	Chemotherapy
nrclinonc.2012.41	Geriatrics
nrclinonc.2012.41	Palliative care
nrcardio.2012.41	Epidemiology
nrcardio.2012.41	Hypertension
ismej201245	Archaeal physiology
ismej201245	Microbial ecology
ismej201245	Soil microbiology
ismej2011207	Microbial biooceanography
ismej2011207	Microbial ecology
ismej2011207	Phylogenetics
ismej2011207	Virus–host interactions
mi201291	Microbiota
mi201291	Mucosal immunology
ismej201220	Archaeal genomics
ismej201220	Biogeography
ismej201220	Microbial ecology
ismej201220	Population dynamics
ismej20123	Biogeography
ismej20123	Marine microbiology
ismej20123	Microbial ecology
ismej20125	Bacterial physiology
ismej20125	Crohn's disease
ismej20125	Microbial ecology
ismej201265	Bacterial evolution
ismej201265	Community ecology
ismej201265	Marine microbiology
ismej201265	Population dynamics
ismej201284	Forest ecology
ismej201284	Microbial ecology
ismej201284	Population dynamics
ismej201284	Soil microbiology
ismej2011206	Biogeochemistry
ismej2011206	Ecosystem ecology
ismej2011206	Forest ecology
ismej2011206	Volcanology
ismej2011208	Microbial ecology
ismej2011208	Microbial genetics
ismej2011208	Phylogeny
ismej2011208	Population dynamics
ismej201267	Bacterial secretion
ismej201267	Biodiversity
ismej201267	Forest ecology
ismej201267	Microbial ecology
ismej201269	Antibiotics
ismej201269	Bacterial host response
ismej201269	Bacteriology
ismej201269	Microbial ecology
ismej201250	Bacterial evolution
ismej201250	Molecular ecology
ismej201250	Next-generation sequencing
ismej201250	Phylogenetics
ismej201270	Bacterial evolution
ismej201270	Bacterial genomics
ismej201270	Bacterial physiology
ismej201270	Microbial genetics
ismej201268	Bacterial physiology
ismej201268	Microbial ecology
ismej201268	Proteomics
ismej201259	Bacterial synthetic biology
ismej201259	Metagenomics
ismej201259	Microbial biooceanography
ismej201259	Transcriptomics
ismej201256	Ecosystem ecology
ismej201256	Limnology
ismej201256	Microbial ecology
ismej201256	Population dynamics
ismej201260	Archaeal genomics
ismej201260	Archaeal physiology
ismej201260	Microbial ecology
ismej201262	Antibiotics
ismej201262	Bacterial physiology
ismej201262	Comparative genomics
ismej201262	Microbial ecology
ismej201266	Bacterial physiology
ismej201266	Metagenomics
ismej201266	Microbial biooceanography
ismej201247	Bacterial genomics
ismej201247	Biodiversity
ismej201247	Microbial ecology
ismej201261	Biogeochemistry
ismej201261	Metabolism
ismej201261	Microbial ecology
ismej201261	Volcanology
ismej201263	Biogeochemistry
ismej201263	Metagenomics
ismej201263	Microbial biooceanography
ismej201263	Transcriptomics
ismej201248	Bacterial genomics
ismej201248	Microbial ecology
ismej201248	Phylogenetics
ismej201248	Soil microbiology
ismej201254	Biodiversity
ismej201254	Microbial ecology
ismej201254	Microbial genetics
ismej201254	Microbiota
ismej201264	Biogeochemistry
ismej201264	Marine microbiology
ismej201264	Metagenomics
ismej201264	Transcriptomics
ismej201251	Archaeal physiology
ismej201251	Bacterial physiology
ismej201251	Population dynamics
ismej201251	Soil microbiology
ismej201257	Bacterial genomics
ismej201257	Bacterial physiology
ismej201257	Microbial ecology
ismej201257	Soil microbiology
ismej201243	Colorectal cancer
ismej201243	Diagnosis
ismej201243	Microbial ecology
ismej201243	Microbiota
ismej201249	Biodiversity
ismej201249	Freshwater ecology
ismej201249	Microbial ecology
ismej201234	Bacterial physiology
ismej201234	Biodiversity
ismej201234	Freshwater ecology
ismej201234	Stable isotope analysis
ismej201240	Archaeal genomics
ismej201240	Marine microbiology
ismej201240	Microbial ecology
npre.2012.6776.1	
nnano.2012.205	Graphene
nnano.2012.205	Two-dimensional materials
nnano.2012.197	Magnetic properties and materials
nnano.2012.197	Spintronics
nnano.2012.199	Nanoscience and technology
npre.2012.6853.1	
nnano.2012.12	Ethics
nnano.2012.12	Nanomedicine
nnano.2012.146	Nanomedicine
nnano.2012.146	Nanoparticles
nnano.2012.146	Prostate cancer
npre.2012.7063.1	
npre.2012.7122.1	
npre.2012.7120.1	
nnano.2012.150	Nanotoxicology
nnano.2012.150	Publishing
nnano.2012.145	Electronic properties and devices
nnano.2012.145	Graphene
nnano.2012.145	Surface patterning
nnano.2012.151	Electronic properties and materials
nnano.2012.151	Magnetic properties and materials
nnano.2012.116	Mechanical properties
nnano.2012.116	Nanoparticles
nnano.2012.116	Structural properties
nnano.2012.144	Nanophotonics and plasmonics
nnano.2012.144	Nanowires
nnano.2012.152	Nanometrology
nnano.2012.152	Nanosensors
nnano.2012.152	Quantum information
nnano.2012.152	Quantum mechanics
nnano.2012.147	Electronic properties and materials
nnano.2012.147	Organic–inorganic nanostructures
nnano.2012.134	Electrocatalysis
nnano.2012.134	Imaging techniques
nnano.2012.134	Nanoparticles
nnano.2012.142	NMR spectroscopy
nnano.2012.142	Quantum dots
nnano.2012.142	Structural properties
ismej2012153	Bacterial toxins
ismej2012153	Inflammation
ismej2012153	Microbiota
ismej2012153	Obesity
npre.2012.6831.1	
npre.2012.6852.1	
nprot.2012.137	DNA sequencing
nprot.2012.137	Genetic techniques
nprot.2012.140	Astrocyte
nprot.2012.140	Patch clamp
nprot.2012.140	Synaptic plasticity
nnano.2012.175	Nanobiotechnology
nnano.2012.175	Scanning probe microscopy
nnano.2012.172	Molecular electronics
nnano.2012.172	Quantum physics
nnano.2012.174	Quantum dots
nnano.2012.174	Quantum information
nnano.2012.180	Graphene
nnano.2012.180	Techniques and instrumentation
nnano.2012.171	NMR spectroscopy
nnano.2012.171	Quantum dots
nnano.2012.131	Nanoparticles
nnano.2012.131	Photocatalysis
nnano.2012.131	Raman spectroscopy
nnano.2012.128	Applied optics
nnano.2012.128	Nanophotonics and plasmonics
nnano.2012.188	Bioenergetics
nnano.2012.188	Microscopy
nnano.2012.188	Molecular machines and motors
nnano.2012.84	Atherosclerosis
nnano.2012.84	Drug delivery
nnano.2012.167	Breast cancer
nnano.2012.167	Diagnosis
nnano.2012.167	Nanotechnology in cancer
nnano.2012.71	Lasers
nnano.2012.71	 LEDs and light sources
nnano.2012.71	Quantum dots
nnano.2012.71	Synthesis and processing
npre.2012.7134.1	
nnano.2012.215	Biomaterials
nnano.2012.215	Nanobiotechnology
nnano.2012.222	Nanobiotechnology
nnano.2012.226	Nanoscience and technology
nnano.2012.213	Nanophotonics and plasmonics
nnano.2012.213	Quantum optics
nnano.2012.170	Electrochemistry
nnano.2012.170	Nanoscale materials
nnano.2012.170	Transmission electron microscopy
nnano.2012.189	Carbon nanotubes and fullerenes
nnano.2012.189	Chemistry
nnano.2012.189	Electronic properties and materials
nnano.2012.189	Molecular self-assembly
nnano.2012.186	Biosensors
nnano.2012.186	ELISA
nnano.2012.186	Nanomedicine
nnano.2012.186	Nanoparticles
nnano.2012.190	Electronic properties and materials
nnano.2012.190	Nanowires
nnano.2012.190	Techniques and instrumentation
nnano.2012.177	Nanoscale materials
nnano.2012.177	Thermoelectrics
nnano.2012.166	Electronic properties and materials
nnano.2012.166	Solar cells
nnano.2012.166	Synthesis and processing
npre.2012.7116.1	
npre.2012.7028.1	
npre.2012.7127.1	
npre.2012.7067.1	
npre.2012.7107.2	
npre.2012.7079.1	
npre.2012.7074.2	
npre.2012.7152.1	
npre.2012.7100.1	
npre.2012.7040.1	
npre.2012.7149.1	
npre.2012.7109.1	
npre.2012.7151.1	
npre.2012.7051.1	
npre.2012.7107.1	
npre.2012.7074.1	
npre.2012.7101.2	
npre.2012.7045.1	
npre.2012.7017.1	
npre.2012.7044.1	
ngeo1531	Geochemistry
ngeo1531	Mineralogy
ngeo1531	Petrology
ngeo1524	Petrology
ngeo1524	Volcanology
ngeo1421	Biogeochemistry
ngeo1421	Climate sciences
ngeo1433	Atmospheric chemistry
ngeo1433	Biogeochemistry
ngeo1392	Biogeochemistry
ngeo1392	Cryospheric science
ngeo1392	Palaeoclimate
ngeo1515	Biogeochemistry
ngeo1515	Marine chemistry
ngeo1517	Biogeochemistry
ngeo1517	Cryospheric science
ngeo1519	Seismology
ngeo1519	Volcanology
ngeo1520	Planetary science
ngeo1518	Geomorphology
ngeo1518	Palaeoclimate
ngeo1591	Atmospheric chemistry
ngeo1591	Climate change
ngeo1591	Environmental social sciences
ngeo1596	Geodynamics
ngeo1596	Tectonics
ngeo1598	Culture
ngeo1598	Hydrology
ngeo1560	Inner planets
ngeo1560	Mineralogy
ngeo1584	Volcanology
ngeo1432	Palaeoclimate
ngeo1432	Palaeontology
ngeo1580	Atmospheric science
ngeo1580	Climate change
ngeo1580	Hydrology
ngeo1542	Sociology
ngeo1502	Physical oceanography
ngeo1502	Seismology
ngeo1506	Core processes
ngeo1506	Geodynamics
ngeo1506	Geomagnetism
ngeo1501	Seismology
ngeo1501	Structural geology
ngeo1503	Atmospheric dynamics
ngeo1503	Geomorphology
ngeo1440	Palaeoclimate
ngeo1564	Geomorphology
ngeo1564	Tectonics
ngeo1566	Marine chemistry
ngeo1566	Palaeontology
ngeo1551	Meteoritics
ngeo1561	Archaea
ngeo1561	Biogeochemistry
ngeo1464	Structural geology
ngeo1464	Volcanology
ngeo1490	Geodynamics
ngeo1490	Physical oceanography
ngeo1490	Seismology
ngeo1490	Volcanology
ngeo1496	Geodynamics
ngeo1496	Volcanology
ngeo1498	Biogeochemistry
ngeo1498	Hydrology
ngeo1498	Palaeoclimate
ngeo1491	Ecology
ngeo1491	Palaeoclimate
srep00408	Ecology
srep00408	Nanobiotechnology
srep00408	Zoology
srep00388	Electronic properties and materials
srep00388	Magnetic properties and materials
srep00388	Quantum physics
srep00388	Theory and computation
ijosup201213	Conferences and meetings
ijosup201213	Feeding behaviour
ijosup201213	Obesity
nutd201226	Epidemiology
nutd201226	Obesity
nutd201226	Psoriasis
nclimate1379	Cryospheric science
srep00717	Biochemistry
srep00717	Chemical biology
srep00717	Diseases
srep00717	Structural biology
srep00725	Information theory and computation
srep00725	Mathematics and computing
srep00725	Physics
srep00725	Statistical physics
srep00725	 thermodynamics and nonlinear dynamics
srep00722	Condensed-matter physics
srep00722	Magnetic properties and materials
srep00722	Materials for optics
srep00722	Materials science
srep00726	Applied physics
srep00726	Condensed-matter physics
srep00726	Materials science
srep00726	Physics
srep00728	Animal behaviour
srep00728	Ecology
srep00728	Evolution
srep00728	Zoology
srep00365	Development of the nervous system
srep00365	Visual system
srep00367	Biological models
srep00367	Innate immunity
srep00367	Pathogens
srep00367	Virology
srep00371	Applied physics
srep00371	Networks and systems biology
srep00371	Statistical physics
srep00371	 thermodynamics and nonlinear dynamics
srep00371	Theoretical physics
srep00369	Biophysics
srep00369	Computational biology and bioinformatics
srep00369	Statistical physics
srep00369	 thermodynamics and nonlinear dynamics
srep00369	Sustainability
srep00375	Animal breeding
srep00375	Ecology
srep00375	Epigenetics
srep00375	Evolution
srep00377	Environmental microbiology
srep00377	Metabolomics
srep00377	Microbial genetics
srep00381	Electronic properties and materials
srep00381	Superconducting properties and materials
srep00381	Theoretical physics
srep00383	Environmental chemistry
srep00383	Nanoparticles
srep00383	Optical spectroscopy
srep00391	Information theory and computation
srep00391	Magnetic properties and materials
srep00391	Quantum physics
srep00391	Theoretical chemistry
srep00389	Condensed-matter physics
srep00389	Materials science
srep00389	Superconducting properties and materials
srep00393	Applied physics
srep00393	Electronic properties and materials
srep00393	Engineering
srep00393	Materials chemistry
srep00364	Development of the nervous system
srep00364	Visual system
srep00370	Animal behaviour
srep00370	Evolutionary theory
srep00370	Reproductive biology
srep00368	Carbon nanotubes and fullerenes
srep00368	Electronic properties and materials
srep00368	Materials science
srep00368	Nanoscience and technology
srep00372	Inorganic chemistry
srep00372	Materials chemistry
srep00372	Quantum chemistry
srep00372	Theoretical chemistry
srep00374	Electronic properties and materials
srep00374	Nanoscience and technology
srep00374	Quantum physics
srep00374	Theoretical physics
srep00376	Applied physics
srep00376	Condensed-matter physics
srep00376	Materials science
srep00376	Theory and computation
srep00380	Gene regulation in immune cells
srep00380	Ion channels in the nervous system
srep00380	Pathology
srep00380	Target identification
srep00378	Animal behaviour
srep00378	Chemical biology
srep00378	Ecology
srep00378	Plant sciences
srep00382	Atomic and molecular physics
srep00382	Magnetic properties and materials
srep00382	Quantum physics
srep00392	Atomic and molecular physics
srep00392	Magnetic properties and materials
srep00392	Superconducting properties and materials
srep00392	Theoretical physics
nrneurol.2012.145	Alzheimer's disease
nrneurol.2012.145	Inflammation
nrneurol.2012.145	Neuroimmunology
nrneurol.2012.145	Signal transduction
nrendo.2012.127	Biomarkers
nrendo.2012.127	Diagnosis
nrendo.2012.127	Metabolic bone disease
nrendo.2012.127	Nutrition disorders
nrneph.2012.106	Biomarkers
nrneph.2012.106	Cardiovascular diseases
nrneph.2012.106	Chronic kidney disease
nrneph.2012.106	Diagnosis
nphys2344	
nchembio.1066	Antibacterial drug resistance
nchembio.1066	Bacterial genetics
nchembio.1066	Chemical biology
nrrheum.2012.71	Antiphospholipid syndrome
nrrheum.2012.71	Cardiovascular diseases
nrrheum.2012.71	Metabolic syndrome
nrrheum.2012.71	Risk factors
nrendo.2012.81	Patient education
nrendo.2012.81	Type 2 diabetes
nchembio.1068	Membrane lipids
nchembio.1068	Mitochondria
nchembio.1072	Chemical biology
nchembio.1072	Scientific community
nrendo.2012.83	Secretion
nrendo.2012.83	Thyroid gland
nrendo.2012.83	Thyroid hormones
nrneurol.2012.87	Neurodegenerative diseases
nrneurol.2012.87	Stem-cell therapies
nrrheum.2012.151	Diagnosis
nrrheum.2012.151	Paediatric rheumatic diseases
nrrheum.2012.151	Vasculitis
nrneurol.2012.193	Mechanisms of disease
nrneurol.2012.193	Multiple sclerosis
nrneurol.2012.193	Neuroimmunology
nrneurol.2012.193	Potassium channels
nrrheum.2012.81	Metabolic bone disease
nrrheum.2012.81	Stem-cell therapies
nrendo.2012.87	Risk factors
nrendo.2012.87	Thyroid gland
nrendo.2012.87	Thyroid hormones
nrendo.2012.91	Bariatric surgery
nrendo.2012.91	Obesity
nrneurol.2012.89	Diseases of the nervous system
nrneurol.2012.89	Oculomotor system
nrneurol.2012.89	Parkinson's disease
nrneurol.2012.195	Cerebrovascular disorders
nrneurol.2012.195	Epidemiology
nrneurol.2012.195	Therapeutics
nrrheum.2012.83	Autoimmunity
nrrheum.2012.83	Developmental biology
nrrheum.2012.83	Systemic lupus erythematosus
nrneurol.2012.113-c1	Neurosurgery
nrneurol.2012.113-c1	Spinal cord injury
nrrheum.2012.87	Cardiovascular diseases
nrrheum.2012.87	Drug therapy
nrrheum.2012.87	Inflammatory diseases
nrrheum.2012.87	Rheumatic diseases
nrrheum.2012.89	Prognostic markers
nrrheum.2012.89	Rheumatic diseases
nrneph.2012.105	Kidney diseases
nrneph.2012.105	Metabolic disorders
nrneph.2012.105	Therapeutics
nphys2343	
nphys2345	
nrrheum.2012.70	Osteoarthritis
nrrheum.2012.70	Surgery
nchembio.1067	Enzymes
nchembio.1067	Sequence annotation
nrrheum.2012.72	Juvenile idiopathic arthritis
nrrheum.2012.72	Radiography
nrrheum.2012.72	Rheumatoid arthritis
nrendo.2012.82	Molecularly targeted therapy
nrendo.2012.82	Obesity
nrneurol.2012.84	Brain imaging
nrneurol.2012.84	CNS cancer
nrneurol.2012.84	Nanoparticles
nrneurol.2012.84	Neurosurgery
nphys2349	
nrneurol.2012.90	Autism spectrum disorders
nrneurol.2012.90	Neurodevelopmental disorders
nrneurol.2012.90	Risk factors
nrendo.2012.86	Metabolic syndrome
nrendo.2012.86	Risk factors
nrendo.2012.90	Diabetes
nrendo.2012.90	Neurological manifestations
nrneurol.2012.88	Nutrition therapy
nrneurol.2012.88	Parkinson's disease
srep00613	Electronic properties and materials
srep00613	Inorganic chemistry
srep00613	Materials chemistry
srep00613	Techniques and instrumentation
srep00617	Chemical physics
srep00617	Magnetic properties and materials
srep00617	Soft materials
srep00617	Surface patterning
srep00623	Applied physics
srep00623	Electronic properties and materials
srep00623	Materials science
srep00623	Nanoscience and technology
srep00599	Carbon nanotubes and fullerenes
srep00599	Condensed-matter physics
srep00599	Quantum physics
srep00599	Superconducting properties and materials
srep00608	Imaging
srep00608	Molecular engineering
srep00608	Protein design
srep00608	Proteins
srep00612	Inorganic chemistry
srep00612	Materials science
srep00612	Nanoparticles
srep00612	Surface chemistry
srep00582	Biodiversity
srep00582	Biooceanography
srep00582	Climate change
srep00582	Solid Earth sciences
srep00616	Biological models
srep00616	Cell signalling
srep00616	Computational biology and bioinformatics
srep00616	Systems biology
srep00620	Computational science
srep00620	Statistical physics
srep00620	 thermodynamics and nonlinear dynamics
srep00620	Theoretical physics
srep00618	Chemical physics
srep00618	Materials science
srep00618	Mineralogy
srep00618	Soft materials
srep00622	Applied physics
srep00622	Nanophotonics and plasmonics
srep00622	Nanoscience and technology
srep00622	Optical materials and structures
srep00624	Carbon nanotubes and fullerenes
srep00624	Electronic properties and materials
srep00624	Magnetic properties and materials
srep00624	Surface patterning
nclimate1582	Climate-change ecology
nclimate1582	Conservation biology
nclimate1584	Climate change
nclimate1584	Climate-change policy
nclimate1584	Physical oceanography
nclimate1590	Climate change
nclimate1590	Cryospheric science
nclimate1701	Climate change
nclimate1701	Climate-change adaptation
nclimate1701	Ecosystem services
nclimate1701	Environmental economics
nclimate1596	Biogeochemistry
nclimate1583	Palaeoclimate
nclimate1583	Physical oceanography
nclimate1595	Biooceanography
nclimate1595	Palaeoclimate
nclimate1597	Physical oceanography
nclimate1599	Biooceanography
nclimate1599	Physiology
srep01020	Biodiversity
srep01020	Biooceanography
srep01020	Climate change
srep01020	Climate-change adaptation
nclimate1673	Climate change
nclimate1673	Physical oceanography
nclimate1670	Climate change
nclimate1670	Climate-change mitigation
nclimate1670	Developing world
nclimate1566	Cryospheric science
nclimate1570	Biogeochemistry
nclimate1568	Climate-change mitigation
nclimate1568	Environmental economics
nclimate1568	Technology
nclimate1563	Climate sciences
nclimate1565	Climate-change mitigation
nclimate1565	Climate-change policy
nclimate1565	Politics
srep00857	Applied physics
srep00857	Biomaterials
srep00857	Mechanical properties
srep00857	Systems biology
srep00861	Applied physics
srep00861	Condensed-matter physics
srep00861	Materials science
srep00861	Physics
srep00554	Biomaterials
srep00554	Biophysics
srep00554	Biotechnology
srep00554	Engineering
srep00556	Applied physics
