,doi,subject
57,s41551-019-0495-z,Haematological diseases
58,s41699-020-00173-1,Solar cells
59,s41699-020-00173-1,Two-dimensional materials
60,s41699-020-00174-0,Computational methods
61,s41699-020-00174-0,Electronic and spintronic devices
62,s41699-020-00174-0,Electronic properties and materials
63,s41699-020-00174-0,Spintronics
64,s41559-020-1214-6,Evolution
65,s41559-020-1214-6,Evolutionary theory
66,s41559-020-1214-6,Population genetics
67,s41559-020-1214-6,Sexual selection
68,s41559-020-1214-6,Social evolution
69,s41562-020-0896-8,Economics
70,s41562-020-0896-8,Environmental social sciences
71,s41559-020-1218-2,Behavioural ecology
72,s41559-020-1218-2,Climate-change ecology
73,s41559-020-1218-2,Community ecology
74,s41559-020-1218-2,Conservation biology
75,s41698-020-00128-1,Breast cancer
76,s41698-020-00128-1,Outcomes research
77,s41562-020-0882-1,Criminology
78,s41562-020-0882-1,Social policy
79,s41562-020-0882-1,Sociology
80,s41893-020-00596-0,Agriculture
81,s41893-020-00596-0,Biogeochemistry
0,s41526-020-00116-6,Neurological disorders
1,s41526-020-00116-6,Neuroscience
2,s41524-020-00407-2,Computational methods
3,s41524-020-00407-2,Metals and alloys
4,s41599-020-0465-9,Business and management
5,s41599-020-0465-9,Economics
6,s41378-020-00186-2,Nanobiotechnology
7,s41378-020-00186-2,Optical materials and structures
8,s41378-020-0138-2,Engineering
9,s41378-020-0138-2,Physics
10,s41420-020-00325-8,Cell death in the nervous system
11,s41420-020-00325-8,Learning and memory
12,s41524-020-00402-7,Computational methods
13,s41524-020-00402-7,Magnetic properties and materials
14,s41420-020-00323-w,Chemical modification
15,s41420-020-00323-w,Kinases
16,s41534-020-00310-0,Quantum information
17,s41534-020-00310-0,Single photons and quantum effects
18,s41378-020-0148-0,Applied optics
19,s41378-020-0148-0,Electrical and electronic engineering
20,s41537-020-00109-0,Neural circuits
21,s41537-020-00109-0,Psychosis
22,s41537-020-00109-0,Target identification
23,s41420-020-00330-x,Cancer therapy
24,s41420-020-00330-x,Chemotherapy
25,s41524-020-00408-1,Atomistic models
26,s41524-020-00408-1,Materials for optics
27,s41524-020-00408-1,Optical materials and structures
28,s41524-020-00408-1,Structure of solids and liquids
29,s41420-020-00319-6,Epilepsy
30,s41523-020-00187-4,Biomarkers
31,s41523-020-00187-4,Cancer epidemiology
32,s41523-020-00187-4,Risk factors
33,s41534-020-00313-x,Quantum information
34,s41534-020-00313-x,Quantum metrology
35,s41534-020-00313-x,Theoretical physics
36,s41378-020-00182-6,Electrical and electronic engineering
37,s41378-020-00182-6,Environmental
38,s41378-020-00182-6, health and safety issues
39,s41378-020-00182-6,Optical sensors
40,s41524-020-00410-7,Characterization and analytical techniques
41,s41524-020-00410-7,Solar cells
42,s41599-020-0476-6,Health humanities
43,s41599-020-0476-6,Social anthropology
44,s41524-020-0273-1,Atomistic models
45,s41524-020-0273-1,Batteries
46,s41526-019-0094-z,Neuroscience
47,s41526-019-0094-z,Physiology
48,s41394-019-0254-0,Health care
49,s41394-019-0254-0,Outcomes research
50,s41394-019-0245-1,Rehabilitation
51,s41394-019-0245-1,Spinal cord diseases
52,s41534-019-0236-x,Quantum information
53,s41534-019-0236-x,Quantum optics
54,s41534-019-0236-x,Single photons and quantum effects
55,s41405-020-0029-5,Dentistry
56,s41405-020-0029-5,Prosthetic dentistry
57,s41524-020-0272-2,Electronic properties and materials
58,s41524-020-0272-2,Materials for energy and catalysis
59,s41420-020-00353-4,Depression
60,s41420-020-00353-4,Molecular neuroscience
61,s41523-020-00193-6,Breast cancer
62,s41523-020-00193-6,Signs and symptoms
63,s41477-020-0627-1,Plant development
64,s41477-020-0627-1,Plant signalling
65,s41477-020-0723-2,Biological techniques
66,s41477-020-0723-2,Plant sciences
67,s41572-020-0189-6,Hodgkin lymphoma
68,s41477-020-0733-0,Agricultural genetics
69,s41477-020-0733-0,Genomics
70,s41477-020-0733-0,Plant genetics
0,s41438-020-00341-w,Molecular engineering in plants
1,s41438-020-00341-w,Secondary metabolism
2,s41438-020-00346-5,Genetics
3,s41438-020-00346-5,Plant sciences
4,s41599-020-00537-4,Environmental studies
5,s41599-020-00537-4,Science
6,s41599-020-00537-4, technology and society
7,s41438-020-0336-y,Epigenetics
8,s41438-020-0336-y,Plant molecular biology
9,s41438-020-00349-2,Plant breeding
10,s41597-020-00693-x,Ecosystem ecology
11,s41597-020-00693-x,Hydrology
12,s41407-020-0455-1,
13,s41597-020-00634-8,Chemical physics
14,s41597-020-00634-8,Cheminformatics
15,s41597-020-00634-8,Excited states
16,s41597-020-00634-8,Fluorescence spectroscopy
17,s41407-020-0443-5,
18,s41597-020-00712-x,Civil engineering
19,s41597-020-00712-x,Electrical and electronic engineering
20,s41597-020-00712-x,Energy modelling
21,s41597-020-00712-x,Renewable energy
22,s41407-020-0446-2,
23,s41407-020-0453-3,
24,s41407-020-0441-7,
25,s41407-020-0460-4,
26,s41597-020-00710-z,Computational biology and bioinformatics
27,s41597-020-00710-z,Systems biology
28,s41407-020-0456-0,
29,s41597-020-00635-7,Computer science
30,s41597-020-00635-7,Human behaviour
31,s41597-020-00635-7,Social behaviour
32,s41407-020-0444-4,
33,s41407-020-0449-z,
34,s41407-020-0451-5,
35,s41407-020-0447-1,
36,s41597-020-00706-9,Agriculture
37,s41597-020-00706-9,Plant cell biology
38,s41407-020-0454-2,
39,s41407-020-0442-6,
40,s41597-020-00711-y,Ageing
41,s41597-020-00711-y,Ichthyology
42,s41597-020-00711-y,Population dynamics
43,s41407-020-0452-4,
44,s41597-020-00639-3,Geography
45,s41597-020-00639-3,Interdisciplinary studies
46,s41407-020-0457-z,
47,s41407-020-0448-0,
48,s41599-020-0527-z,Cultural and media studies
49,s41599-020-0527-z,Language and linguistics
50,s41599-020-0513-5,Health humanities
51,s41599-020-0513-5,Psychology
52,s41599-020-00535-6,Science
53,s41599-020-00535-6, technology and society
54,s41599-020-00535-6,Sociology
55,s41599-020-0516-2,Anthropology
56,s41599-020-0516-2,History
0,s41524-020-00428-x,Magnetic properties and materials
1,s41522-020-00153-9,Biofilms
2,s41522-020-00153-9,Water microbiology
3,s41378-020-00198-y,Micro-optics
4,s41378-020-00198-y,Nanophotonics and plasmonics
5,s41378-020-00205-2,Chemistry
6,s41378-020-00205-2,Electrical and electronic engineering
7,s41378-020-00196-0,Chemistry
8,s41378-020-00196-0,Electrical and electronic engineering
9,s41420-020-00342-7,Mitophagy
10,s41420-020-00342-7,Stress signalling
11,s41540-020-00151-9,Evolution
12,s41540-020-00151-9,Structural biology
13,s41540-020-00151-9,Systems analysis
14,s41378-020-00199-x,Engineering
15,s41378-020-00199-x,Materials science
16,s41421-020-00203-8,Developmental biology
17,s41421-020-00203-8,Epigenetics
18,s41524-020-00427-y,Atomistic models
19,s41524-020-00427-y,Magnetic materials
20,s41524-020-00427-y,Magnetic properties and materials
21,s41378-020-0172-0,Nanoscale devices
22,s41378-020-0172-0,Nanoscale materials
23,s41420-020-00340-9,Developmental biology
24,s41420-020-00340-9,Heart failure
25,s41378-020-00201-6,Environmental
26,s41378-020-00201-6, health and safety issues
27,s41378-020-00201-6,Microfluidics
28,s41421-020-00225-2,Bioinformatics
29,s41421-020-00225-2,Immunology
30,s41534-020-0277-1,Nanophotonics and plasmonics
31,s41534-020-0277-1,Quantum optics
32,s41534-020-0277-1,Single photons and quantum effects
33,s41420-020-0274-3,Acute kidney injury
34,s41420-020-0274-3,Mechanisms of disease
35,s41420-020-0277-0,Macroautophagy
36,s41420-020-0277-0,Osteoarthritis
37,s41524-020-0336-3,Characterization and analytical techniques
38,s41524-020-0336-3,Electronic properties and materials
39,s41534-020-0280-6,Quantum information
40,s41534-020-0280-6,Quantum optics
41,s41477-020-0633-3,Auxin
42,s41477-020-0633-3,Plant hormones
43,s41477-020-0633-3,Plant sciences
44,s41477-020-0633-3,Plant signalling
45,s41578-020-00233-4,Biomaterials
46,s41578-020-00233-4,Electronic materials
47,s41578-020-00233-4,Polymers
48,s41578-020-00238-z,Biomaterials – cells
49,s41578-020-00238-z,Mechanotransduction
50,s41477-019-0578-6,Agriculture
51,s41477-019-0578-6,Pattern recognition receptors in plants
52,s41477-019-0578-6,Plant immunity
53,s41477-019-0578-6,Plant sciences
54,s41578-020-00236-1,Engineering
55,s41578-020-00236-1,Materials science
56,s41477-019-0572-z,Photosynthesis
57,s41477-019-0572-z,Plant sciences
58,s41477-019-0572-z,Plant stress responses
59,s41477-020-0634-2,Plant molecular biology
60,s41477-020-0634-2,Plant sciences
61,s41537-020-00119-y,Biomarkers
62,s41537-020-00119-y,Human behaviour
63,s41537-020-00119-y,Schizophrenia
64,s41572-020-0205-x,Gastrointestinal diseases
65,s41572-020-0205-x,Ulcerative colitis
66,s41572-020-0176-y,
67,s41526-020-00127-3,Cardiovascular diseases
68,s41526-020-00127-3,Eye diseases
69,s41526-020-00127-3,Eye manifestations
70,s41526-020-00127-3,Physiology
71,s41526-020-00127-3,Risk factors
72,s41524-020-00423-2,Computational methods
73,s41524-020-00423-2,Metals and alloys
0,s41438-020-00370-5,Plant breeding
1,s41438-020-00370-5,Plant genetics
2,s41438-020-00370-5,Population genetics
3,s41438-020-00366-1,Developmental biology
4,s41438-020-00366-1,Plant development
5,s41438-020-00354-5,Plant hormones
6,s41438-020-00354-5,Plant molecular biology
7,s41599-020-00564-1,Science
8,s41599-020-00564-1, technology and society
9,s41599-020-00564-1,Social anthropology
10,s41438-020-00361-6,Arbuscular mycorrhiza
11,s41438-020-00361-6,Plant physiology
12,s41438-020-00357-2,Plant development
13,s41438-020-00357-2,Secondary metabolism
14,s41599-020-00576-x,Development studies
15,s41599-020-00576-x,Economics
16,s41438-020-00364-3,Non-model organisms
17,s41438-020-00364-3,Transcriptional regulatory elements
18,s41438-020-00369-y,Plant physiology
19,s41438-020-00369-y,Stomata
20,s41438-020-00371-4,Genetic engineering
21,s41438-020-00371-4,Molecular engineering in plants
22,s41438-020-00371-4,Transgenic plants
23,s41438-020-00367-0,Genetic variation
24,s41438-020-00367-0,Mobile elements
25,s41438-020-00355-4,Flowering
26,s41438-020-00355-4,Plant sciences
27,s41599-020-00574-z,Cultural and media studies
28,s41599-020-00574-z,Environmental studies
29,s41599-020-00574-z,Politics and international relations
30,s41599-020-00574-z,Psychology
31,s41599-020-00574-z,Science
32,s41599-020-00574-z, technology and society
33,s41438-020-00362-5,Gene expression
34,s41438-020-00362-5,Secondary metabolism
35,s41599-020-00577-w,Psychology
36,s41599-020-00577-w,Science
37,s41599-020-00577-w, technology and society
38,s41438-020-00365-2,Biotic
39,s41438-020-00365-2,Plant physiology
40,s41438-020-00353-6,Genetic markers
41,s41438-020-00353-6,Genomics
42,s41438-020-00353-6,Plant breeding
43,s41438-020-00372-3,Abiotic
44,s41438-020-00372-3,Plant molecular biology
45,s41438-020-0256-x,Bioinformatics
46,s41438-020-0256-x,Systems analysis
47,s41597-020-00689-7,Palaeoceanography
48,s41597-020-00689-7,Palaeoclimate
49,s41597-020-00708-7,Climate-change mitigation
50,s41597-020-00708-7,Climate-change policy
51,s41597-020-00708-7,Energy and society
52,s41597-020-00727-4,Chemical libraries
53,s41597-020-00727-4,Cheminformatics
54,s41597-020-00727-4,Drug screening
55,s41597-020-00715-8,Bladder
56,s41597-020-00715-8,Kidney
57,s41597-020-00715-8,Liver
58,s41597-020-00715-8,Skeleton
59,s41597-020-00661-5,Climate-change ecology
60,s41597-020-00661-5,Ecosystem ecology
61,s41597-020-00720-x,Atmospheric dynamics
62,s41597-020-00720-x,Natural hazards
63,s41597-020-00732-7,Community ecology
64,s41597-020-00732-7,Freshwater ecology
65,s41597-020-00671-3,Infection
66,s41597-020-00671-3,Microbial ecology
67,s41597-020-00671-3,Pathogens
68,s41597-020-00735-4,Brain imaging
69,s41597-020-00735-4,Cognitive neuroscience
70,s41597-020-00735-4,Functional magnetic resonance imaging
71,s41597-020-00735-4,Social neuroscience
72,s41597-020-00723-8,Computational methods
73,s41597-020-00723-8,Electronic properties and materials
74,s41597-020-00723-8,Electronic structure
75,s41597-020-00723-8,Magnetic properties and materials
76,s41597-020-00662-4,Climate-change mitigation
77,s41597-020-00662-4,Climate-change policy
78,s41597-020-00662-4,Energy supply and demand
0,s43017-020-0032-3,
1,s43017-020-0037-y,Carbon cycle
2,s43017-020-0037-y,Environmental chemistry
3,s43018-019-0015-9,
4,s43246-020-00051-9,Condensed-matter physics
5,s43246-020-00051-9,Ferroelectrics and multiferroics
6,s43246-020-00051-9,Materials for devices
7,s43246-020-00057-3,Characterization and analytical techniques
8,s43246-020-00057-3,Condensed-matter physics
9,s43246-020-00057-3,Design
10,s43246-020-00057-3, synthesis and processing
11,s43016-020-0080-3,Ecology
12,s43016-020-0080-3,Environmental impact
13,s43016-020-0081-2,Geography
14,s43016-019-0002-4,Environmental social sciences
15,s43016-019-0002-4,Nutrition
16,s43017-019-0009-2,Business and management
17,s43017-019-0009-2,Environmental impact
18,s43017-019-0009-2,Sustainability
19,s43017-019-0008-3,Climate-change mitigation
20,s43017-019-0008-3,Scientific community
21,s43018-020-0031-9,Biological techniques
22,s43018-020-0031-9,Cancer
23,s43017-020-0079-1,Atmospheric chemistry
24,s43017-020-0079-1,Business and industry
25,s43017-020-0079-1,Climate change
26,s43017-020-0079-1,Environmental economics
27,s43016-020-0059-0,Agriculture
28,s43016-020-0059-0,Anthropology
29,s43016-020-0059-0,Developing world
30,s43016-020-0059-0,Development studies
31,s43246-020-00052-8,Energy
32,s43246-020-00052-8,Information technology
33,s43246-020-00052-8,Materials science
34,s43246-020-00048-4,Electronic devices
35,s43246-020-00048-4,Two-dimensional materials
36,s43018-020-0059-x,
37,s43016-020-0061-6,Agriculture
38,s43016-020-0061-6,Economics
39,s43247-020-00045-y,Climate-change mitigation
40,s43247-020-00045-y,Governance
41,s43247-020-00045-y,Projection and prediction
42,s43016-020-0045-6,Agriculture
43,s43016-020-0045-6,Engineering
44,s43016-020-0045-6,Environmental sciences
45,s43016-020-0045-6,Science
46,s43016-020-0045-6, technology and society
47,s43017-020-0039-9,Environmental impact
48,s43017-020-0039-9,Environmental studies
49,s43017-020-0039-9,Science
50,s43017-020-0039-9, technology and society
51,s43017-020-0039-9,Sustainability
52,s43016-020-0102-1,
53,s43016-020-0109-7,
54,s43246-020-0043-0,Environmental sciences
55,s43246-020-0043-0,Gels and hydrogels
56,s43246-020-0041-2,Engineering
57,s43246-020-0041-2,Materials science
58,s43246-020-0047-9,Biomaterials – proteins
59,s43246-020-0047-9,Biosensors
60,s43246-020-0046-x,Glasses
61,s43246-020-0046-x,Mechanical properties
62,s43246-020-0046-x,Metals and alloys
63,s43018-020-0057-z,Cancer
64,s43018-020-0057-z,Computational biology and bioinformatics
65,s43018-020-0057-z,Genetics
66,s43247-020-00042-1,Atmospheric dynamics
67,s43247-020-00042-1,Hydrology
68,s43247-020-00042-1,Natural hazards
69,s43247-020-00042-1,Water resources
70,s43018-020-0034-6,
71,s43016-020-0121-y,Climate sciences
72,s43016-020-0121-y,Environmental sciences
73,s43016-020-0121-y,Environmental studies
74,s43016-020-0121-y,Information systems and information technology
75,s43016-020-0121-y,Ocean sciences
76,s43246-020-0040-3,Condensed-matter physics
77,s43246-020-0040-3,Ferroelectrics and multiferroics
78,s43246-020-0040-3,Magnetic properties and materials
0,s41562-020-00996-4,Human behaviour
1,s41562-020-00996-4,Neuroscience
2,s41570-020-00233-6,Coordination chemistry
3,s41570-020-00233-6,Membranes
4,s41570-020-00233-6,Organic chemistry
5,s41570-020-00233-6,Supramolecular chemistry
6,s41560-020-0665-y,Batteries
7,s41560-020-0665-y,Energy
8,s41560-020-0665-y,Sensors
9,s41560-020-0665-y,Thermodynamics
10,s41560-020-0657-y,Electronic properties and materials
11,s41560-020-0657-y,Materials for energy and catalysis
12,s41560-020-0657-y,Solar cells
13,s41564-020-0753-6,DNA damage and repair
14,s41564-020-0753-6,HIV infections
15,s41564-020-0753-6,Innate immunity
16,s41564-020-0753-6,Retrovirus
17,s41564-020-0753-6,Viral immune evasion
18,s41560-020-0676-8,Batteries
19,s41560-020-0676-8,Electrochemistry
20,s41560-020-0676-8,Energy storage
21,s41560-020-00707-3,Batteries
22,s41560-020-00707-3,Electrochemistry
23,s41560-020-00707-3,Materials for energy and catalysis
24,s41560-020-00679-4,Electronics
25,s41560-020-00679-4, photonics and device physics
26,s41560-020-00679-4,Photovoltaics
27,s41564-020-0759-0,Cell biology
28,s41564-020-0759-0,Viral immune evasion
29,s41564-020-0759-0,Virus–host interactions
30,s41564-020-0731-z,Bacterial host response
31,s41564-020-0731-z,Cryoelectron microscopy
32,s41564-020-0731-z,Enzyme mechanisms
33,s41564-020-0731-z,Phage biology
34,s41562-020-00984-8,
35,s41550-020-1194-0,Astrophysical magnetic fields
36,s41550-020-1194-0,Compact astrophysical objects
37,s41550-020-1194-0,Computational astrophysics
38,s41550-020-1194-0,High-energy astrophysics
39,s41564-020-0745-6,Chemical biology
40,s41564-020-0745-6,Microbiology
41,s41578-020-0226-9,Implants
42,s41578-020-0226-9,Nanoparticles
43,s41578-020-0226-9,Retina
44,s41535-020-00293-3,Electronic properties and materials
45,s41535-020-00293-3,Surfaces
46,s41535-020-00293-3, interfaces and thin films
47,s41564-020-0750-9,Adenovirus
48,s41564-020-0750-9,Mass spectrometry
49,s41564-020-0750-9,RNA metabolism
50,s41564-020-0750-9,Ubiquitin ligases
51,s41392-020-00426-x,Industrial microbiology
52,s41392-020-00426-x,Infection
53,s41539-020-00078-0,Education
54,s41539-020-00078-0,Psychology
55,s41564-020-0749-2,Influenza virus
56,s41564-020-0749-2,Viral evolution
57,s41564-020-0749-2,Virology
58,s41564-020-0749-2,Virus–host interactions
59,s41560-020-0669-7,Electrocatalysis
60,s41560-020-0669-7,Fuel cells
61,s41560-020-0669-7,Hydrogen fuel
62,s41564-020-0756-3,Bacteria
63,s41564-020-0756-3,Biofilms
64,s41564-020-0756-3,Infectious diseases
65,s41564-020-0756-3,Innate immunity
66,s41550-020-01244-5,Astrophysical magnetic fields
67,s41550-020-01244-5,Cosmology
68,s41550-020-01244-5,Galaxies and clusters
69,s41392-020-00425-y,Adaptive immunity
70,s41392-020-00425-y,Lymphocytes
71,s41578-020-00237-0,Environmental impact
72,s41578-020-00237-0,Sustainability
73,s41550-020-1158-4,Scientific data
74,s41550-020-1158-4,Solar physics
75,s41564-020-0746-5,Bacteriophages
76,s41564-020-0746-5,Microbial genetics
77,s41564-020-0746-5,Microbiology
78,s41564-020-0746-5,Microbiome
79,s41564-020-0746-5,Phage biology
80,s41560-020-00711-7,Energy and society
81,s41560-020-00711-7,Energy modelling
82,s41560-020-00711-7,Energy supply and demand
83,s41560-020-00711-7,SARS-CoV-2
84,s41560-020-0647-0,Batteries
85,s41560-020-0647-0,Characterization and analytical techniques
86,s41560-020-0647-0,Electrochemistry
