journal,issn,title,authors,year,volume_issue,publication_date,doi
Science,0036-8075,RALF peptide signaling controls the polytubey block in Arabidopsis,Sheng Zhong; Ling Li; Zhijuan Wang; Zengxiang Ge; Qiyun Li; Andrea Bleckmann; Jizong Wang; Zihan Song; Yihao Shi; Tianxu Liu; Luhan Li; Huabin Zhou; Yanyan Wang; Li Zhang; Hen-Ming Wu; Luhua Lai; Hongya Gu; Juan Dong; Alice Y Cheung; Thomas Dresselhaus; Li-Jia Qu,2022,v375 n6578 (20220121): 290-296,2022-01-21,10.1126/science.abl4683
Science,0036-8075,Diverse variola virus (smallpox) strains were widespread in northern Europe in the Viking Age,B Mühlemann,2020,,,
Science,0036-8075,Lab-grown minihearts beat like the real thing,Sofia Moutinho,2021,,,
Science,0036-8075,Structural basis of a shared antibody response to SARS-CoV-2,"Meng Yuan; Hejun Liu; Nicholas C Wu; Chang-Chun D Lee; Xueyong Zhu; Fangzhu Zhao; Deli Huang; Wenli Yu; Yuanzi Hua; Henry Tien; Thomas F Rogers; Elise Landais; Devin Sok; Joseph G Jardine; Dennis R Burton; Ian A Wilson; The Scripps Research Inst., La Jolla, CA (United States)",2020,v369 n6507 (20200713),2020-07-13,10.1126/science.abd2321
Science,0036-8075,Prominent Harvard anthropologist put on leave,A Gibbons,2020,,,
Science,0036-8075,Abandoning land transforms biodiversity.,Gergana N Daskalova; Johannes Kamp,2023,v380 n6645 (20230512): 581-583,2023-05-12,10.1126/science.adf1099
Science,0036-8075,"Leveraging investment in agricultural science, technology, and innovation in Latin America and the Caribbean.",Eugenia Saini,2023,v382 n6669 (20231027): eadl0654,2023-10-27,10.1126/science.adl0654
Science,0036-8075,Seeing around corners: Cells solve mazes and respond at a distance using attractant breakdown,Tweedy L; Thomason PA; Paschke PI; Martin K; Machesky LM; Insall RH; Zagnoni M,2020,,,10.1126/science.aay9792
Science,0036-8075,Single-cell chromatin accessibility reveals malignant regulatory programs in primary human cancers,Laksshman Sundaram; Arvind Kumar; Matthew Zatzman; Adriana Salcedo; Neal Ravindra; Shadi Shams; Brian H Louie; S Tansu Bagdatli; Matthew A Myers; Shahab Sarmashghi; Hyo Young Choi; Won-Young Choi; Kathryn E Yost; Yanding Zhao; Jeffrey M Granja; Toshinori Hinoue; D Neil Hayes; Andrew Cherniack; Ina Felau; Hani Choudhry,2024,v385 n6713 (20240906),2024-09-06,10.1126/science.adk9217
Science,0036-8075,Watch how social inequality impacts everything from health to longevity,Elizabeth Pennisi,2020,,,10.1126/science.abd1477
Science,0036-8075,A molecular sieve with ultrafast adsorption kinetics for propylene separation.,Jiyu Cui; Zhaoqiang Zhang; Lifeng Yang; Jianbo Hu; Anye Jin; Zhenglu Yang; Yue Zhao; Biao Meng; Yu Zhou; Jun Wang; Yun Su; Xili Cui; Huabin Xing,2024,v383 n6679 (20240112): 179-183,2024-01-12,10.1126/science.abn8418
Science,0036-8075,Hail chasers plan largest ever field campaign.,Hannah Richter,2024,v385 n6713 (20240906): 1030-1031,2024-09-06,10.1126/science.ads9194
Science,0036-8075,A long-ignored skeletal tissue filled with oil,,,,,
Science,0036-8075,Structure reveals the activation mechanism of the MC4 receptor to initiate satiation signaling,Hadar Israeli; Oksana Degtjarik; Fabrizio Fierro; Vidicha Chunilal; Amandeep Kaur Gill; Nicolas J Roth; Joaquin Botta; Vadivel Prabahar; Yoav Peleg; Li F Chan; Danny Ben-Zvi; Peter J McCormick; Masha Y Niv; Moran Shalev-Benami,2021,v372 n6544 (20210521): 808-814,2021-05-21,10.1126/science.abf7958
Science,0036-8075,Dynamics of magnetization at infinite temperature in a Heisenberg spin chain.,E Rosenberg; T I Andersen; R Samajdar; A Petukhov; J C Hoke; D Abanin; A Bengtsson; I K Drozdov; C Erickson; P V Klimov; X Mi; A Morvan; M Neeley; C Neill; R Acharya; R Allen; K Anderson; M Ansmann; F Arute; K Arya; A Asfaw; J Atalaya; J C Bardin; A Bilmes; G Bortoli; A Bourassa; J Bovaird; L Brill; M Broughton; B B Buckley; D A Buell; T Burger,2024,v384 n6691 (20240405): 48-53,2024-04-05,10.1126/science.adi7877
Science,0036-8075,Beyond-classical computation in quantum simulation,Andrew D King; Alberto Nocera; Marek M Rams; Jacek Dziarmaga; Roeland Wiersema; William Bernoudy; Jack Raymond; Nitin Kaushal; Niclas Heinsdorf; Richard Harris; Kelly Boothby; Fabio Altomare; Mohsen Asad; Andrew J Berkley; Martin Boschnak; Kevin Chern; Holly Christiani; Samantha Cibere; Jake Connor; Martin H Dehn,2025,v388 n6743 (20250411): 199-204,2025-04-11,10.1126/science.ado6285
Science,0036-8075,Case clustering emerges as key pandemic puzzle,Kai Kupferschmidt,2020,v368 n6493 (20200522): 808-809,2020-05-22,10.1126/science.368.6493.808
Science,0036-8075,p21 produces a bioactive secretome that places stressed cells under immunosurveillance,Ines Sturmlechner; Cheng Zhang; Chance C Sine; Erik-Jan van Deursen; Karthik B Jeganathan; Naomi Hamada; Jan Grasic; David Friedman; Jeremy T Stutchman; Ismail Can; Masakazu Hamada; Do Young Lim; Jeong-Heon Lee; Tamas Ordog; Remi-Martin Laberge; Virginia Shapiro; Darren J Baker; Hu Li; Jan M van Deursen,2021,v374 n6567 (20211029),2021-10-29,10.1126/science.abb3420
Science,0036-8075,Was this extinct human the first gravedigger—and artist?,Ann Gibbons,2023,v380 n6649 (20230609): 996-997,2023-06-09,10.1126/science.adj1027
Science,0036-8075,Editorial Expression of Concern,H H Thorp,2023,,,
Science,0036-8075,The emergence of SARS-CoV-2 in Europe and North America,M Worobey,2020,,,
Science,0036-8075,Save the white-bellied heron from extinction,G Maheswaran,2021,,,
Science,0036-8075,Antarctic meltdown,J Mervis,2023,,,
Science,0036-8075,Metabolic inflexibility promotes mitochondrial health during liver regeneration,Xun Wang; Cameron J Menezes; Yuemeng Jia; Yi Xiao; Siva Sai Krishna Venigalla; Feng Cai; Meng-Hsiung Hsieh; Wen Gu; Liming Du; Jessica Sudderth; Dohun Kim; Spencer D Shelton; Claire B Llamas; Yu-Hsuan Lin; Min Zhu; Salma Merchant; Divya Bezwada; Sherwin Kelekar; Lauren G Zacharias; Thomas P Mathews; Gerta Hoxhaj; R Max Wynn,2024,v384 n6701 (20240614),2024-06-14,10.1126/science.adj4301
Science,0036-8075,Rational synthesis of atomically precise graphene nanoribbons directly on metal oxide surfaces.,Marek Kolmer; Ann-Kristin Steiner; Irena Izydorczyk; Wonhee Ko; Mads Engelund; Marek Szymonski; An-Ping Li; Konstantin Amsharov,2020,v369 n6503 (20200731): 571-575,2020-07-31,10.1126/science.abb8880
Science,0036-8075,In case of death.,Brandon Brown; Annie Lu Nguyen,2021,v372 n6548 (20210618): 1358,2021-06-18,10.1126/science.372.6548.1358
Science,0036-8075,Imaging the short-lived hydroxyl-hydronium pair in ionized liquid water,M-F Lin; N Singh; S Liang; M Mo; J P F Nunes; K Ledbetter; J Yang; M Kozina; S Weathersby; X Shen; A A Cordones; T J A Wolf; C D Pemmaraju; M Ihme; X J Wang,2021,v374 n6563 (20211001): 92-95,2021-10-01,10.1126/science.abg3091
Science,0036-8075,No vacancy in the Fermi sea.,Brian DeMarco; Joseph H Thywissen,2021,v374 n6570 (20211119): 936-937,2021-11-19,10.1126/science.abm0072
Science,0036-8075,Large study will probe Long Covid,J Kaiser,2021,,,
Science,0036-8075,Giant temperature span in electrocaloric regenerator,A Torelló; P Lheritier; T Usui; Y Nouchokgwe; M Gérard; O Bouton; S Hirose; E Defay,2020,v370 n6512 (20201002): 125-129,2020-10-02,10.1126/science.abb8045
Science,0036-8075,"Concise syntheses of GB22, GB13, and himgaline by cross-coupling and complete reduction",Eleanor M Landwehr; Meghan A Baker; Takuya Oguma; Hannah E Burdge; Takahiro Kawajiri; Ryan A Shenvi,2022,v375 n6586 (20220318): 1270-1274,2022-03-18,10.1126/science.abn8343
Science,0036-8075,What sparks joy.,Taylor Wright,2021,v371 n6535 (20210319): 1278,2021-03-19,10.1126/science.371.6535.1278
Science,0036-8075,"Plan to map oil in Alaska’s Arctic refuge ignores environmental risks, critics say",Warren Cornwall,2020,,,
Science,0036-8075,TRIM11 protects against tauopathies and is down-regulated in Alzheimer's disease.,Zi-Yang Zhang; Dilshan S Harischandra; Ruifang Wang; Shivani Ghaisas; Janet Y Zhao; Thomas P McMonagle; Guixin Zhu; Kenzo D Lacuarta; Jianing Song; John Q Trojanowski; Hong Xu; Virginia M-Y Lee; Xiaolu Yang,2023,v381 n6656 (20230728): eadd6696,2023-07-28,10.1126/science.add6696
Science,0036-8075,Conflict drives mpox epidemic in eastern DRC.,Misaki Wayengera,2024,v386 n6728 (20241220): 1356,2024-12-20,10.1126/science.adt3171
Science,0036-8075,Climate-driven risks to the climate mitigation potential of forests,W R L Anderegg,2020,,,
Science,0036-8075,Pragmatic animal welfare is independent of feelings,R Arlinghaus,2020,,,
Science,0036-8075,ATG9A prevents TNF cytotoxicity by an unconventional lysosomal targeting pathway,Jon Huyghe; Dario Priem; Lisette Van Hove; Barbara Gilbert; Jürgen Fritsch; Yasuo Uchiyama; Esther Hoste; Geert van Loo; Mathieu J M Bertrand,2022,v378 n6625 (20221216): 1201-1207,2022-12-16,10.1126/science.add6967
Science,0036-8075,Tales of Tutankhamun A pair of authors set out to humanize the enigmatic pharaoh 100 years after his tomb's discovery,A Robinson,2022,,,
Science,0036-8075,"Evidence backs natural origin for pandemic, report asserts",Jon Cohen,2022,v378 n6616 (20221014): 126,2022-10-14,10.1126/science.adf2884
Science,0036-8075,News at a glance,Jeffrey Brainard,2022,v376 n6597 (20220603): 1028-1029,2022-06-03,10.1126/science.add2698
Science,0036-8075,The historical roots of economic development.,Nathan Nunn,2020,v367 n6485 (20200327),2020-03-27,10.1126/science.aaz9986
Science,0036-8075,"Rooting out racial prejudices The Science of Racism: Everything You Need to Know but Probably Don’t—Yet Keon West Picador,
2025. 352 pp.",Alan Goodman,2025,,,
Science,0036-8075,Golden opportunity to treat glioblastoma,Michael Funk; Melissa Norton,2021,v371 n6534 (20210312): 1117.20-1119,2021-03-12,10.1126/science.371.6534.1117-t
Science,0036-8075,Sowing the seeds of leukemia before birth.,Irene Roberts; Paresh Vyas,2021,v373 n6551 (20210709): 155-156,2021-07-09,10.1126/science.abj3957
Science,0036-8075,Grain boundaries are Brownian ratchets,Caihao Qiu; Maik Punke; Yuan Tian; Ying Han; Siqi Wang; Yishi Su; Marco Salvalaglio; Xiaoqing Pan; David J Srolovitz; Jian Han,2024,v385 n6712 (20240830): 980-985,2024-08-30,10.1126/science.adp1516
Science,0036-8075,Mapping the proteo-genomic convergence of human diseases.,Maik Pietzner; Eleanor Wheeler; Julia Carrasco-Zanini; Adrian Cortes; Mine Koprulu; Maria A Wörheide; Erin Oerton; James Cook; Isobel D Stewart; Nicola D Kerrison; Jian'an Luan; Johannes Raffler; Matthias Arnold; Wiebke Arlt; Stephen O'Rahilly; Gabi Kastenmüller; Eric R Gamazon; Aroon D Hingorani; Robert A Scott; Nicholas J Wareham,2021,v374 n6569 (20211112): eabj1541,2021-11-12,10.1126/science.abj1541
Science,0036-8075,Building perovskite solar cells that last.,Severin N Habisreutinger; Matthew O Reese,2022,v377 n6603 (20220715): 265-266,2022-07-15,10.1126/science.abq7013
Science,0036-8075,News at a glance.,,2022,v377 n6609 (20220826): 906-907,2022-08-26,10.1126/science.ade5537
Science,0036-8075,Protein-coding repeat polymorphisms strongly shape diverse human phenotypes,Ronen E Mukamel; Robert E Handsaker; Maxwell A Sherman; Alison R Barton; Yiming Zheng; Steven A McCarroll; Po-Ru Loh,2021,v373 n6562 (20210924): 1499-1505,2021-09-24,10.1126/science.abg8289
Science,0036-8075,Accelerating water dissociation in bipolar membranes and for electrocatalysis,Oener SZ; Foster MJ; Boettcher SW,2020,,,10.1126/science.aaz1487
Science,0036-8075,An enzyme cascade enables production of therapeutic oligonucleotides in a single operation,E R Moody; R Obexer; F Nickl; R Spiess; S L Lovelock,2023,v380 n6650 (20230616): 1150-1154,2023-06-16,10.1126/science.add5892
Science,0036-8075,Smaller fish species in a warm and oxygen-poor Humboldt Current system.,,,,,
Science,0036-8075,Tales of the tongue,E Pennisi,2023,,,
Science,0036-8075,Human genomic 'bycatch' threatens privacy.,Gretchen Vogel,2023,v380 n6646 (20230519): 676-677,2023-05-19,10.1126/science.adi7653
Science,0036-8075,The cells of songbird motor circuits,Michael Funk; Peter Stern,2021,v371 n6530 (20210212): 687.15-689,2021-02-12,10.1126/science.371.6530.687-o
Science,0036-8075,Glucose-dependent control of leucine metabolism by leucyl-tRNA synthetase 1,Yoon I; Kim HK; Moon H-S; Kim S; Jeong SJ; Kim SB; Lee J; Yang WS; Kim JH; Nam M; Kim M-S; Hwang G-S; Jang J; Song JA; Cho S; Kim Y; Yoo HC; Kim K; Han JM; Yang A; Cho K; Park H-S; Hwang KY,2020,,,10.1126/science.aau2753
Science,0036-8075,Photons think inside the box.,Richard J Fletcher; Martin Zwierlein,2022,v375 n6587 (20220325): 1355-1356,2022-03-25,10.1126/science.abo2856
Science,0036-8075,"A transient, closed-loop network of wireless, body-integrated devices for autonomous electrotherapy.",Yeon Sik Choi; Hyoyoung Jeong; Rose T Yin; Raudel Avila; Anna Pfenniger; Jaeyoung Yoo; Jong Yoon Lee; Andreas Tzavelis; Young Joong Lee; Sheena W Chen; Helen S Knight; Seungyeob Kim; Hak-Young Ahn; Grace Wickerson; Abraham Vázquez-Guardado; Elizabeth Higbee-Dempsey; Bender A Russo; Michael A Napolitano; Timothy J Holleran,2022,v376 n6596 (20220527): 1006-1012,2022-05-27,10.1126/science.abm1703
Science,0036-8075,A brainwide atlas of synapses across the mouse life span,Cizeron M; Qiu Z; Koniaris B; Gokhale R; Komiyama NH; Grant SGN; Fransen E,2020,,,10.1126/science.aba3163
Science,0036-8075,Bridging membrane transport models,G M Geise,2022,,,
Science,0036-8075,The thymus X factor,Caroline Ash; Jesse Smith; Seth Thomas Scanlon,2020,v369 n6505 (20200814): 784.3-785,2020-08-14,10.1126/science.369.6505.784-c
Science,0036-8075,Recording bacterial responses to changes in the gut environment.,Liron Zahavi; Eran Segal,2022,,,
Science,0036-8075,Advice for the new NSF director.,Mary Sue Coleman,2020,v369 n6501 (20200717): 229,2020-07-17,10.1126/science.abd7626
Science,0036-8075,No neuron is an island,Peter Stern,2022,v378 n6619 (20221104): 486-487,2022-11-04,10.1126/science.adf4275
Science,0036-8075,Antigenic evolution of dengue viruses over 20 years,Leah C Katzelnick; Ana Coello Escoto; Angkana T Huang; Bernardo Garcia-Carreras; Nayeem Chowdhury; Irina Maljkovic Berry; Chris Chavez; Philippe Buchy; Veasna Duong; Philippe Dussart; Gregory Gromowski; Louis Macareo; Butsaya Thaisomboonsuk; Stefan Fernandez; Derek J Smith; Richard Jarman; Stephen S Whitehead; Henrik Salje,2021,v374 n6570 (20211119): 999-1004,2021-11-19,10.1126/science.abk0058
Science,0036-8075,Room temperature magnetoelectric coupling in a molecular ferroelectric ytterbium(III) complex,Jérôme Long; Maxim S Ivanov; Vladimir A Khomchenko; Ekaterina Mamontova; Jean-Marc Thibaud; Jérôme Rouquette; Mickaël Beaudhuin; Dominique Granier; Rute A S Ferreira; Luis D Carlos; Bruno Donnadieu; Marta S C Henriques; José António Paixão; Yannick Guari; Joulia Larionova,2020,v367 n6478 (20200207): 671-676,2020-02-07,10.1126/science.aaz2795
Science,0036-8075,Structural basis for the recognition of SARS-CoV-2 by full-length human ACE2.,Renhong Yan; Yuanyuan Zhang; Yaning Li; Lu Xia; Yingying Guo; Qiang Zhou,2020,v367 n6485 (20200327): 1444-1448,2020-03-27,10.1126/science.abb2762
Science,0036-8075,"Making sense of the sacred The Transcendent Brain: Spirituality in the Age of Science Alan Lightman Pantheon, 2023. 208 pp.",Alex Gomez-Marin,2023,v380 n6640 (20230407): 44,2023-04-07,10.1126/science.adh0532
Science,0036-8075,Social evolution in mammals,T Clutton-Brock,2021,,,
Science,0036-8075,"Past efforts to coax geothermal energy from hot, dry rock deep underground have faltered. But new techniques could crack the problem",W Cornwall,2022,,,
Science,0036-8075,Research linking violent entertainment to aggression retracted after scrutiny,Cathleen O’Grady,2021,,,10.1126/science.abh1064
Science,0036-8075,Tough microbe's DNA could be a lasting archive.,Steve Nadis,2020,,,
Science,0036-8075,Diagnosing nutritional stress in the oceans.,Maureen Coleman,2021,v372 n6539 (20210416): 239-240,2021-04-16,10.1126/science.abi4684
Science,0036-8075,"A global environmental crisis 42,000 years ago",Alan Cooper; Chris S M Turney; Jonathan Palmer; Alan Hogg; Matt McGlone; Janet Wilmshurst; Andrew M Lorrey; Timothy J Heaton; James M Russell; Ken McCracken; Julien G Anet; Eugene Rozanov; Marina Friedel; Ivo Suter; Thomas Peter; Raimund Muscheler; Florian Adolphi; Anthony Dosseto; J Tyler Faith; Pavla Fenwick; Christopher J Fogwill,2021,v371 n6531 (20210219): 811-818,2021-02-19,10.1126/science.abb8677
Science,0036-8075,Immunological memory to SARS-CoV-2 assessed for up to 8 months after infection,J M Dan,2021,,,
Science,0036-8075,Create a COVID-19 commission,Christopher F Chyba; Christine K Cassel; Susan L Graham; John P Holdren; Ed Penhoet; William H Press; Maxine Savitz; Harold Varmus,2021,v374 n6570 (20211119): 932-935,2021-11-19,10.1126/science.abk0029
Science,0036-8075,Hainan peacock-pheasant needs focused protection,S Guan,2020,,,
Science,0036-8075,Mapping the molecular and cellular complexity of cortical malformations,Esther Klingler; Fiona Francis; Denis Jabaudon; Silvia Cappello,2021,v371 n6527 (20210122),2021-01-22,10.1126/science.aba4517
Science,0036-8075,Nature family of journals inks first open-access deal with an institution,Jeffrey Brainard,2020,,,10.1126/science.abf3371
Science,0036-8075,Codiversification of gut microbiota with humans,Taichi A Suzuki; J Liam Fitzstevens; Victor T Schmidt; Hagay Enav; Kelsey E Huus; Mirabeau Mbong Ngwese; Anne Grießhammer; Anne Pfleiderer; Bayode R Adegbite; Jeannot F Zinsou; Meral Esen; Thirumalaisamy P Velavan; Ayola A Adegnika; Le Huu Song; Timothy D Spector; Amanda L Muehlbauer; Nina Marchi; Hyena Kang; Lisa Maier,2022,v377 n6612 (20220916): 1328-1332,2022-09-16,10.1126/science.abm7759
Science,0036-8075,Total synthesis of the complex taxane diterpene canataxpropellane,F Schneider,2020,,,
Science,0036-8075,The evolution of two transmissible cancers in Tasmanian devils,,,,,
Science,0036-8075,New antibody studies boost hope for an HIV cure.,Jon Cohen,2025,v387 n6740 (20250321): 1241-1242,2025-03-21,10.1126/science.adx5509
Science,0036-8075,Nudging people to court,I Kohler-Hausmann,2020,,,
Science,0036-8075,COVID-19 testing: One size does not fit all,Michael J Mina; Kristian G Andersen,2021,v371 n6525 (20210108): 126-127,2021-01-08,10.1126/science.abe9187
Science,0036-8075,Trials begin for a new weapon against Parkinson's: light,Gunjan Sinha,2020,v369 n6510 (20200918): 1415-1416,2020-09-18,10.1126/science.369.6510.1415
Science,0036-8075,A universal system for digitization and automatic execution of the chemical synthesis literature.,S Hessam M Mehr; Matthew Craven; Artem I Leonov; Graham Keenan; Leroy Cronin,2020,v370 n6512 (20201002): 101-108,2020-10-02,10.1126/science.abc2986
